external_gene_name	mmusculus_homolog_associated_gene_name
GRHL1	Grhl1
AC245517.5	
MMP2	Mmp2
RPS7P5	
PRAMENP	
NFYC	Nfyc
AC104633.1	
AC104633.2	
COX6CP6	
AL603839.4	
RPSAP41	
EIF3EP1	
AC099314.1	
AC004980.6	
CRB2	Crb2
VAMP7	Vamp7
BPHL	Bphl
AC104984.1	
AL445489.1	
FTLP14	
NEUROD2	Neurod2
TMPRSS2	Tmprss2
AL031985.3	
ZNF114P1	
AGGF1	Aggf1
AC009283.1	
CNN2P7	
GXYLT1P2	
AC022414.1	Pde8b
AC090826.1	
SEC22B2	
TUFM	Tufm
PPIAP46	
FAM207CP	
TERF1P1	
AL050303.1	
TEX36-AS1	
ALDOAP2	
FAM66A	
FEM1AP1	
CTAGE6	Mia2
AC087203.1	
AL050303.2	
AC087203.2	
ANKRD16	Ankrd16
AL050303.4	
MYL6BP1	
CXADRP1	
GRAMD4P1	
KIF5C	Kif5c
AL050303.3	
AC105402.4	
TEX36	Tex36
RPS27P18	
SMYD5	Smyd5
MRPS21P6	
AL157888.1	
UBBP3	
XAB2	Xab2
KRT15	Krt15
AC245297.1	
TMPO-AS1	
DNAJC19P2	
FAAH	Faah
CEACAMP3	
CYP11A1	Cyp11a1
GPX3	Gpx3
PDE8A	Pde8a
VN1R66P	
C3P1	
ABHD14B	Abhd14b
UBE2Q2P4Y	
DKK1	Dkk1
AKIRIN2	Akirin2
IMMT	Immt
RNF222	Rnf222
ZNF527	
MIF-AS1	
CXXC1P1	
AP000350.5	
AP000350.4	
RSU1P3	
AC022537.1	
FAM129A	Fam129a
AL009172.1	
SLC2A11	
RENBP	Renbp
AL445438.1	
AC022905.1	
AC005833.2	
PKN2-AS1	
TPO	
AC005832.3	
ARL6IP6	Arl6ip6
GDF15	Gdf15
RPL6P7	
AC104472.1	
AC108729.1	
NDUFA9	Ndufa9
ZYX	Zyx
AC234781.4	
AF188030.2	
KRT8P25	
AC234781.2	
AC124293.1	
APOOP2	
AC234781.3	
AL627171.1	
AL627171.2	
AC011131.1	
PSMC1P6	
CLIC2	
PLCH1	Plch1
AC108749.1	
CLN8	
CAAP1	Caap1
HTR1F	Htr1f
RNF216-IT1	
AC104383.1	
LINC00265-2P	
ELOCP19	
USP47	Usp47
AC110716.2	
AC025580.3	
AC093578.1	
AC022098.2	
SPATA5L1	
LINC00266-2P	
RLN3	Rln3
CICP2	
AC110716.1	
AL049861.1	
AC005081.1	
ACTG1P1	
RPL36AP10	
AL445437.1	
LASP1	Lasp1
AC013436.1	
AC032044.2	
EGR1	Egr1
PRPF40A	Prpf40a
AC100810.5	
YWHAE	Ywhae
AC100810.4	
C3orf38	4930453N24Rik
MCHR2-AS1	
AP002833.1	
AP002833.2	
AC022893.3	
AC090286.2	
IGHA1	
KCNB2	
AC107982.3	
LINC02124	
SNX22	Snx22
AL356133.1	
CFAP54	Cfap54
KIRREL3	Kirrel3
TVP23B	Tvp23b
AC100786.2	
HS3ST6	Hs3st6
HAUS1P3	
CGGBP1	Cggbp1
AC013562.1	
AC091564.1	
AC013562.2	
AL080285.2	
AC011498.1	
AC090735.1	
NPM1P38	
AC100823.1	
GVINP1	
GATM	Gatm
MCHR2	
AC022893.1	
AGR2	Agr2
C19orf12	1600014C10Rik
HMGB3P1	
TERF1	Terf1
GVINP2	
KLRC2	Klre1
KLRC2	Gm156
KLRC2	4922502D21Rik
KLRC2	Klri1
KLRC2	Klri2
AL117336.2	
AC007391.3	
ZFP1	Zfp1
OR2AG2	Olfr705
OR2AG2	Olfr703
OR2AG2	Olfr697
OR2AG2	Olfr700
OR2AG2	Olfr699
OR2AG2	Olfr698
OR2AG2	Olfr695
OR2AG2	Olfr706
OR2AG2	Olfr693
OR2AG2	Olfr701
OR2AG2	Olfr694
OR2AG2	Olfr704
CCNY	Ccny
STRADB	Stradb
AC008429.1	
PPIB	Ppib
AC012005.1	
AC008806.1	
OR2AG1	Olfr705
OR2AG1	Olfr703
OR2AG1	Olfr697
OR2AG1	Olfr700
OR2AG1	Olfr699
OR2AG1	Olfr698
OR2AG1	Olfr695
OR2AG1	Olfr706
OR2AG1	Olfr693
OR2AG1	Olfr701
OR2AG1	Olfr694
OR2AG1	Olfr704
RBMY2XP	
CDC42EP3	Cdc42ep3
ZNF654	Zfp654
ADGRG5	Adgrg5
AC006441.1	
RGS22	Rgs22
AC126544.2	
AC006441.3	
RUBCNL	Rubcnl
RPL26L1	
AL121894.2	
CST3	Cst3
CST3	Cst10
AC126544.1	
LRRC25	Lrrc25
RPL7P19	
OR10AC1	
TTTY17B	
AC006369.1	
PLPPR3	Plppr3
CBX5P1	
TRIM60P5Y	
HEXD	Hexdc
TAS2R60	Tas2r135
AC025176.1	
KRT38	
ZNF736P12Y	
AC006369.2	
TAS2R62P	
AC010878.1	
LINC00672	
TAS2R41	Tas2r126
OR2R1P	
SMIM3	Smim3
AC008798.3	
FBXO47	Fbxo47
EPHA1	Epha1
KRT43P	
KLRC1	Klre1
KLRC1	Gm156
KLRC1	4922502D21Rik
KLRC1	Klri1
KLRC1	Klri2
AC107982.2	
AC098850.2	
ZNF695	Zfp595
ZNF695	Gm49345
ZNF695	Zfp457
ZNF695	Zfp953
ZNF695	Zfp738
TTTY4B	
AC022893.2	
AC008894.1	
PRPSAP2	Prpsap2
KIF6	Kif6
OR6A2	Olfr2
SBSPON	Sbspon
AC006441.2	
RELA-DT	
CHST15	Chst15
RTN4RL2	Rtn4rl2
AC006441.4	
DHX30	Dhx30
KIRREL3-AS1	
KIRREL3-AS3	
AC008429.3	
KRT32	Krt32
SRBD1	Srbd1
AC006441.5	
LINC02079	
KIRREL3-AS2	
AC078991.1	
RELA	Rela
MYO6	Myo6
RBM22P12	
AC091178.1	
LRRC37A11P	
AC093627.19	
MSRB1	Msrb1
AC093627.17	
AC074050.1	
VCX3A	
AL122127.2	
AC093627.20	
ZNF569	Zfp74
AC074050.2	
AP002893.1	
KRT35	Krt35
AC108729.3	
AC010149.1	
PLCH1-AS1	
ZNF670	
CDIPTOSP	
AC108729.2	
TPM3P8	
PLCH1-AS2	
AC104472.2	
AL512637.1	
HMGB1P3	
BX927168.2	
EPHA1-AS1	
AL512637.2	
HLA-DQB1	
AC087280.1	
ZNF214	
ZNF670-ZNF695	
ZFYVE1	Zfyve1
MOSPD1	Mospd1
TRAK2	Trak2
AC068775.1	Klre1
AC068775.1	Gm156
AC068775.1	4922502D21Rik
AC068775.1	Klri1
AC068775.1	Klri2
SP100	AC168977.2
SP100	AC133103.3
WWC2	Wwc2
KLRC3	Klre1
KLRC3	Gm156
KLRC3	4922502D21Rik
KLRC3	Klri1
KLRC3	Klri2
NEK4P2	
IRX4	Irx4
ZNF570	Zfp39
RNASEH1P2	
PSMB4	Psmb4
EEF1A1P33	
OR10A4	Olfr17
ATAD1	Atad1
PLCB3	Plcb3
FAM118A	Fam118a
OR2D2	Olfr715
OR2D2	Olfr715b
C3orf33	E130311K13Rik
AC087280.2	
LINC01633	
TRMT11	Trmt11
AC126773.4	
OR2D3	Olfr716
OAT	Oat
LDHC	Ldhc
OR10A5	Olfr714
OR10A5	Olfr713
SERPINH1	Serpinh1
FTH1P25	
AL603824.1	
ZNF215	
E2F4P1	
RNF2	Rnf2
AL136087.1	
FNDC11	Fndc11
AL357500.1	
ACSS2	Acss2
CFL1P1	
AC009065.4	
SLC33A1	Slc33a1
IL27RA	Il27ra
AC244197.1	
KLLN	
RNPS1	Rnps1
AL627095.1	
MAGEA11	
ABCF2P1	
CLIP2	Clip2
RHPN1-AS1	
AL445237.1	
NKX1-2	Nkx1-2
CSNKA2IP	Csnka2ip
AL354733.3	
AC132938.2	
HEXD-IT1	
AC244098.2	
AC244098.1	
OGFOD3	Ogfod3
AC244098.3	
HLA-DQB1-AS1	
PPP1R2P4	
IL23A	Il23a
AC093627.16	
AC073333.2	
AL161787.1	
OR10A2	Olfr714
OR10A2	Olfr713
EPB41L4A-DT	
AC007256.1	
DAPK1	Dapk1
HMGB1P12	
AC093627.21	
ARMCX2	Armcx2
AC239804.1	
AC093627.14	
AC104472.3	Slc33a1
YWHAQ	Ywhaq
AC025183.1	
ARF6	Arf6
AC104472.4	
AC093627.18	
AC009309.1	
NDUFA5P5	
AGR3	Agr3
AC018647.1	
RDM1P5	
AKR1B10	Akr1b7
AKR1B10	Akr1b10
AKR1B10	Akr1b8
NCKAP1	Nckap1
AL583722.4	
POLM	Polm
ZNF669	Zfp78
INF2	Inf2
AC091178.2	
AC104472.5	
GMPS	Gmps
FAM53B-AS1	
PLXDC1	Plxdc1
AC009078.1	
AL360020.1	
CAD	Cad
AL513190.1	
AL158152.2	
AL365203.1	
FAM53B	Fam53b
ITGB1-DT	
AC120338.1	
AC073583.1	
RPS27AP17	
AL031985.2	
PUDP	Pudp
ICE2P2	
RPS10P18	
CLDN22	
AP001120.3	
SEPT7-AS1	
ITGB1	Itgb1
AP001120.1	
WWC2-AS1	
EEF1AKMT2	
LINC02603	
ZNF300	
RAD17P1	
RHPN1	Rhpn1
AC092718.5	
PCID2	Pcid2
AP1S2	Ap1s2
ATMIN	Atmin
AC007551.1	
VDAC1P11	
AL158152.1	
TMEM176B	Tmem176b
LINC01588	
AL669813.1	
ZNF169	Zfp169
AL669813.2	
AL357060.1	
STS	
IRGM	Irgm2
IRGM	Irgm1
IRGM	Igtp
AC092718.1	
AL645935.2	
GCSH	Gcsh
BAG1	Bag1
LHPP	Lhpp
PRDX2P4	
TNFAIP3	Tnfaip3
ADGRG6	Adgrg6
AL590392.1	
AL136096.1	
RAB8A	Rab8a
RPL3L	Rpl3l
BPY2B	
ZNF283	
CTRB2	Ctrb1
RPL11P3	
PTEN	Pten
SETP14	
VN2R1P	
SORCS2	Sorcs2
AC027544.3	
CYBC1	Cybc1
CBFA2T2	Cbfa2t2
AC008429.2	
RPS29P8	
ZBTB26	Zbtb26
AC068896.1	Eef1akmt2
AL117692.1	
PALM3	Palm3
ISCU	Iscu
PDLIM1P1	
AL109976.1	
SETP15	
AC007066.2	
AC082651.4	
PSAPL1	Psapl1
TMEM176A	Tmem176a
AC082651.1	
SRSF11	Srsf11
MOXD1	Moxd1
EEF1GP2	
AC008894.2	
WNK1	Wnk1
HSH2D	Hsh2d
AL031587.2	
HMGN1P12	
AC138832.1	
NEDD1	Nedd1
PICK1	Pick1
AC092718.7	
BDP1	Bdp1
AC092718.3	Gcsh
HLA-DOB	
AC063965.1	
AC016700.2	
GAPDHP50	
EEF1DP1	
AC092718.4	
AL627095.2	
AC105118.1	
AL049637.1	
CENPN	Cenpn
C1orf229	
FAF1	Faf1
MAFA-AS1	
AL365338.1	
SRSF4	Srsf4
FGFR3P6	
GPR21	Gpr21
AC104454.1	
MAFA	Mafa
AC007066.1	
AC104454.2	
RABGAP1	Rabgap1
AL359504.2	
SPINK4	Spink4
LINC02243	
HMGB3P31	
CDH3	Cdh3
ZNF124	Zfp78
AC006213.7	
BCAR1	Bcar1
ZNF404	
RPL7AP53	
SMIM10	Smim10l2a
AK3P5	
MTND4LP11	
MAGEB17	
AC006213.2	
TAFA3	Tafa3
AC006213.6	
AC078993.1	
AC009623.1	
AC090751.1	
AC006213.3	
SCAPER	Scaper
HMGB3P16	
ZNF45	Zfp94
GRPR	Grpr
MTCO3P1	
MISP3	2210011C24Rik
SERTM2	A730046J19Rik
HMGB3P32	
MED6P1	
AC137549.1	
AL353149.1	
SMC1B	Smc1b
CRIP2	Crip2
AL589880.1	
ZNF815P	
BX927168.1	
ZC3H3	Zc3h3
EIF4BP7	
AL121894.1	
AL121894.3	
AC082651.2	
LINC02200	
AC082651.3	
UQCRH	Uqcrh
CU467612.1	
CST4	
HLA-DQB3	
C19orf67	1700067K01Rik
RPL18AP15	
STX7	Stx7
AC126773.3	
CST2P1	
HSPE1P5	
AL591074.2	
UBE2V1P1	
AC126773.2	
TMEM119	Tmem119
C20orf194	4930402H24Rik
AL353771.1	
AC234781.5	
EPHA3	Epha3
AC234781.1	
CST1	
H2AFB2	H2afb2
H2AFB2	H2afb3
H2AFB2	H2afb1
TRIM53AP	
SLC43A1	Slc43a1
ATP6V0E1	Atp6v0e
GGT7	Ggt7
DTX2	
AC007569.1	
AC007066.3	
TMEM185AP1	
SELPLG	Selplg
PCYOX1	Pcyox1
AL929091.1	
ISYNA1	Isyna1
HSFX1	
PHBP12	
AC114730.2	
MAGEA9	
MRPS6P2	
TLR5	Tlr5
AC005006.1	
AL022578.1	
AC114730.1	
TCN2	Tcn2
AC009623.2	
MAGEA7P	
DUTP4	
D2HGDH	D2hgdh
AC009623.3	
WASF4P	
LINC00850	
AC090103.1	
MAGEA8-AS1	
IL1A	Il1a
AC009070.1	
ARAP3	Arap3
AC008429.4	
TLCD2	
AC243960.2	
MAP6	Map6
AL671561.1	
AC092718.2	
PLEKHA3P1	
HDGFL2	Hdgfl2
AC243960.3	
AL359979.2	
AL359979.1	
SCAT1	
AC092718.6	
AC018511.5	
AL596094.1	
AL354868.1	
DUPD1	Dupd1
ARLNC1	
RIBC2	Ribc2
GDI2	Gdi2
NDUFB10	Ndufb10
RPL6P30	
OCM	Ocm
AC073909.1	
CR936218.2	
PPIAP13	
AL138885.1	
AC217774.2	
AP001922.4	
LINC00211	
AP001922.2	
AC109129.1	
AC093157.1	
AP001922.5	
NSUN5	Nsun5
CRHR1	Crhr1
DERL3	
AL390728.3	
AP001922.6	
FBXO43	Fbxo43
CTRB1	Ctrb1
RNLS	Rnls
AC234775.1	
ZNF221	
FO082842.1	
AL672207.1	
POLR2K	Polr2k
NPR1	Npr1
AL390728.2	
LINC01480	
AC140125.1	
AC067930.3	
AC067930.8	
RPL21P66	
PES1	Pes1
MYH3	Myh3
AC009078.3	
AL390728.6	
AC009078.2	
TAAR9	Taar9
FZD1	Fzd1
TAAR8	Taar8c
TAAR8	Taar8a
TAAR8	Taar8b
TAAR8	Taar6
CUL4A	Cul4a
TAAR7P	
AC084036.1	
VN1R17P	
MRE11P1	
TAAR6	
AL390728.4	
AC004765.1	
IFT74	Ift74
TAAR5	Taar5
KCNAB1	Kcnab1
TAAR4P	
SMARCB1	
AL390728.1	
RARSP1	
SUSD4	Susd4
SMCO2	Smco2
AC025183.2	
CLUHP3	
AC093157.2	
HLA-DQA2	
DPH5	Dph5
AL390728.5	
AKR1B15	
AC092042.1	
AC107982.1	
AC098592.2	
AC092042.4	
AC025518.1	
LIPJ	
POMGNT2	Pomgnt2
AC124852.1	
SSBP4	Ssbp4
ZFRP1	
HLA-DQB2	
NUTM2F	Nutm2
PLIN4	Plin4
MYH10	Myh10
AC100821.2	
ZNF155	
AL021391.1	
EIF2S3B	Eif2s3y
MTCO2P6	
SLC25A39P2	
MTCO1P6	
CSTP2	
AC074050.3	
AC126768.2	
LINC02446	
AC126768.3	
AL591074.1	
AC074050.4	
SLC25A15P4	
PROS2P	
AC126768.1	
RSPH10B	Rsph10b
SPACA1	Spaca1
AF254982.1	
CEBPD	Cebpd
RPL7P34	
TIMM10	Timm10
IGHV1OR21-1	Ighv1-15
IGHV1OR21-1	Ighv1-85
IGHV1OR21-1	Ighv1-55
IGHV1OR21-1	Ighv1-69
IGHV1OR21-1	Ighv1-34
IGHV1OR21-1	Ighv1-56
IGHV1OR21-1	Ighv1-20
IGHV1OR21-1	Ighv1-24
IGHV1OR21-1	Ighv1-19
IGHV1OR21-1	Ighv15-2
IGHV1OR21-1	Ighv1-64
IGHV1OR21-1	Ighv1-61
IGHV1OR21-1	Ighv1-5
IGHV1OR21-1	Ighv14-1
IGHV1OR21-1	Ighv1-62-2
IGHV1OR21-1	Ighv1-23
IGHV1OR21-1	Ighv1-62-1
IGHV1OR21-1	Ighv1-67
IGHV1OR21-1	Ighv1-82
IGHV1OR21-1	Ighv1-52
IGHV1OR21-1	Ighv1-74
IGHV1OR21-1	Ighv1-37
IGHV1OR21-1	Ighv1-63
IGHV1OR21-1	Ighv1-22
IGHV1OR21-1	Ighv1-47
IGHV1OR21-1	Ighv1-31
IGHV1OR21-1	Ighv1-42
IGHV1OR21-1	Ighv1-9
IGHV1OR21-1	Ighv1-39
IGHV1OR21-1	Ighv1-81
IGHV1OR21-1	Ighv1-54
IGHV1OR21-1	Ighv1-59
IGHV1OR21-1	Ighv1-18
IGHV1OR21-1	Ighv1-43
IGHV1OR21-1	Ighv1-12
IGHV1OR21-1	Ighv1-84
IGHV1OR21-1	Ighv1-66
IGHV1OR21-1	Ighv1-76
IGHV1OR21-1	Ighv1-72
IGHV1OR21-1	Ighv14-3
IGHV1OR21-1	Ighv1-49
IGHV1OR21-1	Ighv1-16
IGHV1OR21-1	Ighv1-26
IGHV1OR21-1	Ighv1-71
IGHV1OR21-1	Ighv1-50
IGHV1OR21-1	Ighv1-53
IGHV1OR21-1	Ighv1-7
IGHV1OR21-1	Ighv1-11
IGHV1OR21-1	Ighv1-62-3
IGHV1OR21-1	Ighv1-58
IGHV1OR21-1	Ighv1-77
IGHV1OR21-1	Ighv1-36
IGHV1OR21-1	Ighv1-75
IGHV1OR21-1	Ighv1-78
IGHV1OR21-1	Ighv1-4
IGHV1OR21-1	Ighv1-80
IGHV1OR21-1	Ighv14-4
IGHV1OR21-1	Ighv14-2
HSPE1P19	
AC092718.8	Gcsh
CST2	
ABBA01000935.2	
AP001464.1	
SPDYE16	
AC132942.1	
CRK	Crk
TAX1BP3	Tax1bp3
VN1R5	Vmn1r23
VN1R5	Vmn1r18
VN1R5	Vmn1r26
VN1R5	Vmn1r16
VN1R5	Vmn1r39
VN1R5	Vmn1r48
VN1R5	Vmn1r43
VN1R5	Vmn1r12
VN1R5	Vmn1r42
VN1R5	Vmn1r1
VN1R5	Vmn1r47
VN1R5	Vmn1r17
VN1R5	Vmn1r27
VN1R5	Vmn1r53
VN1R5	Vmn1r28
VN1R5	Vmn1r49
VN1R5	Vmn1r52
VN1R5	Vmn1r54
VN1R5	V1ra8
VN1R5	Vmn1r7
VN1R5	Vmn1r50
VN1R5	Vmn1r51
VN1R5	Vmn1r239-ps
VN1R5	Vmn1r25
VN1R5	Vmn1r11
VN1R5	Vmn1r40
VN1R5	Vmn1r30
VN1R5	Vmn1r35
VN1R5	Vmn1r37
VN1R5	Vmn1r44
VN1R5	Vmn1r9
VN1R5	Vmn1r13
VN1R5	Vmn1r4
VN1R5	Vmn1r5
VN1R5	Vmn1r20
VN1R5	Vmn1r24
VN1R5	Vmn1r8
VN1R5	Vmn1r10
VN1R5	Vmn1r36
VN1R5	Vmn1r33
VN1R5	Vmn1r15
VN1R5	Vmn1r19
VN1R5	Vmn1r34
VN1R5	Vmn1r46
VN1R5	Vmn1r41
VN1R5	Vmn1r32
VN1R5	Vmn1r22
VN1R5	Vmn1r45
VN1R5	Vmn1r6
VN1R5	Vmn1r29
VN1R5	Vmn1r31
VN1R5	Vmn1r21
VN1R5	Vmn1r14
VN1R5	Vmn1r38
CMC2	Cmc2
KLRA1P	
BPGM	Bpgm
CST5	
PRRT1B	Gm13420
REX1BD	Rex1bd
AC027796.4	
AP2A2	
EHMT2	
AC237298.1	
CTNS	Ctns
UPK3B	
AC032044.1	
AC002347.1	
AC092266.1	
LSINCT5	
MAGEA8	
PPIA	
AC091891.1	
LIPF	Lipf
AC016933.1	
TRMT112P5	
VCPKMT	Vcpkmt
ZNF230	
PRTN3	Prtn3
AC112254.1	
AC097381.1	
LINC01007	
AFAP1-AS1	
MAPK8	Mapk8
CLSTN2-AS1	
AC010181.2	
AFAP1	Afap1
AC079610.2	
CLSTN2	Clstn2
LINC01953	
AC079610.3	
TRMT1L	Trmt1l
UBA52	Gm11808
AC079610.1	
AC006213.1	
BRWD1P3	
AC019117.2	
F8A2	F8a
RAPGEFL1	Rapgefl1
AC009276.1	
AC023310.1	
TUBB3P2	
NRBF2P5	
GOLGA6L6	
F8A3	F8a
AC006213.4	
AC019117.3	Ahr
AC006213.5	
H2AFB3	H2afb2
H2AFB3	H2afb3
H2AFB3	H2afb1
AC010181.1	
AC073332.1	
AL513524.1	
PLAA	Plaa
IRX2	Irx2
ANKRD30BP2	
TAAR3P	
IGHM	
ABRAXAS2	Abraxas2
ARHGAP30	Arhgap30
TMLHE-AS1	
TMLHE	Tmlhe
KRT36	Krt36
RNF19A	Rnf19a
CCZ1	Ccz1
AC015908.6	
SEZ6L2	Sez6l2
NPM1P31	
PIRT	Pirt
AC023310.3	
AC079753.2	
AC019117.1	
GOLGA8CP	
TMEM238L	Tmem238l
PRKY	Prkx
TMEM220-AS1	
SPATA31E2P	
AC023310.2	
P2RX5	P2rx5
AC106795.5	
IGHV1OR15-6	
AC106795.1	
AC023310.4	
BX571846.1	
ELANE	Elane
ANGPTL6	Angptl6
NSUN4	Nsun4
SNRK-AS1	
TPTE2P6	
EARS2	Ears2
ABHD5	Abhd5
AC131097.2	
ANKRD36B	
CNR1	Cnr1
RTL8B	
RPL15P21	
AC131097.1	
PSPC1P2	
AC015908.5	
AL359538.3	
SCO1	Sco1
NEU4	Neu4
AL359538.1	
LRRC19	Lrrc19
AC098592.1	
AHR	Ahr
AL442663.2	
PARP4	Parp4
C16orf46	1700030J22Rik
POLDIP3	Poldip3
IFT74-AS1	
AC025647.1	
RBM25	Rbm25
AL121835.2	
C19orf66	A230050P20Rik
AC007274.3	
CTBP2	Ctbp2
AL121768.2	
SPAG1	Spag1
AC105046.1	
ACTBP8	
NUTF2P4	
DAPK1-IT1	
AL139090.1	
ZNF496	Zkscan17
AL121835.1	
AL139042.1	
LINC01356	
HBEGF	Hbegf
SPRY3	Spry3
AC015908.1	
RBMY2HP	
LINC01357	
AL122001.1	
AC007274.1	
AMD1P2	
AC106795.2	
AL592114.2	
AL390729.1	
AC002347.2	
REN	Ren1
AL445483.1	
MYL12B	Myl12b
MYL12B	Gm49909
TMEM220	Tmem220
GTF2IP5	
DDX59	Ddx59
AC140125.3	
DPH3P2	
SAMD1	
TRIM50	Trim50
OR1X5P	
SUDS3P1	
UBFD1	Ubfd1
AC106795.3	
SMTNL1	Smtnl1
IL9	Il9
NAPGP1	
TAAR2	Taar2
KRT8P38	
RNF212	Rnf212
EBF2	Ebf2
AL109955.2	
LIPK	Lipk
HMGB1P1	
MIR22HG	
AC020931.1	
MOGAT2	Mogat2
UBE2L6	Ube2l6
AC017099.1	
AC104335.1	
KCNAB1-AS2	
AC104335.2	
KCNAB1-AS1	
AC002428.2	
AL645949.2	
AC002428.1	
ALG1L15P	
RGS12	Rgs12
AC091607.2	
AC015908.2	
LINC02210	
AL359538.4	
NDEL1	Ndel1
AC091607.1	
AP004607.6	
SSR3	Ssr3
ADPRM	Adprm
AP002761.2	
MYL12A	Myl12a
CTSV	
PPP1R14BP5	
SUB1P4	
TMEM130	Tmem130
AC211485.1	
AC008870.2	
ETF1	Etf1
AC003112.1	Tmem59l
TAAR1	Taar1
GSDMD	Gsdmd
MTND5P34	
SNRK	Snrk
AC109136.1	
HLFP1	
AC015908.7	
IL1B	Il1b
AC009969.1	
MAGOH2P	
SPPL2C	Sppl2c
AC015908.4	
CEACAM21	Ceacam15
CEACAM21	Ceacam9
AC015908.3	
GAL3ST2	Gal3st2b
GAL3ST2	Gal3st2
GAL3ST2	Gal3st2c
AC109462.2	
AC109462.3	
CXorf40B	1110012L19Rik
AC217774.1	
IRX6	Irx6
TAP2	
Z93241.1	
RPL9P5	
SAMD8	Samd8
CLDN24	
AC073264.1	
AC093844.1	
PAICSP5	
AC112698.1	
MAPT	Mapt
AC079097.1	
AP001922.1	
AC109462.1	
AP001922.3	
MAGOHB	Magohb
CDKN2AIP	Cdkn2aip
AP003031.1	
AC009955.2	
WDR81	
AL592158.1	
AC009502.2	
NBPF9	
AL590999.1	
DGAT2	Dgat2
RPL23P4	
RPS26P42	
AC009502.1	
ANO10	Ano10
CRLF1	Crlf1
DUSP13	Dusp13
AC245452.1	
AC012572.3	
DAAM2	Daam2
LINC01803	
PPM1F	Ppm1f
SLCO1B3	Slco1b2
AC243960.1	
AP005329.1	
AC092535.2	
AC243960.7	
RPS26P24	
AC008438.2	
CORO1C	Coro1c
LINC02380	
CSTP1	
PPIAP52	
TSPY12P	
LINC01500	
CR388202.1	
BX322650.1	
AC007274.2	
C5orf38	
AL133466.1	
AL359854.1	
LINC00894	
TTTY12	
AL645935.1	
RAPGEF2	Rapgef2
NLRP14	Nlrp14
RAX	Rax
AC013724.1	
AL671561.2	
RFTN1P1	
AL691447.1	
AL691447.2	
PTMAP12	
RPL5P5	
TOP3B	Top3b
AC019257.7	
SWT1	Swt1
AC004980.5	
TRIP10	Trip10
CDKN2C	Cdkn2c
ARHGEF10	
CRHBP	Crhbp
AC011604.2	Slco1b2
AC106800.2	
AC131280.1	
NIM1K	Nim1k
NBEAP1	
MFSD14B	Mfsd14b
POMZP3	
VTI1BP2	
AC107214.1	
RPL7P12	
AC009229.4	
SEPT7	Sept7
AL133351.4	
CYP1B1-AS1	
FAM136BP	
AL731571.1	
ING2	Ing2
AL731577.1	
AC012414.5	
AC106800.3	
SERPINB8P1	
ZRANB1	Zranb1
AC106800.1	
AC012414.4	
HSFX4	
AC012414.3	
AC012414.1	
CCNE1	Ccne1
AC217769.1	
AL031963.2	
YRDCP1	
GGTLC1	Ggt1
AL596202.1	
PFKFB4	Pfkfb4
AC124242.2	
AC124242.1	
AC021321.1	
AC116359.1	
AL136228.1	
AC011037.1	
AC094105.1	
CLDN20	Cldn20
AL731577.2	
NECTIN4	Nectin4
GRAMD4P5	
AC012414.7	
AL358232.2	
AL358232.1	
TFB1M	Tfb1m
FBXL21P	
AC007656.3	
LIN37	Lin37
NOTO	Noto
AC007656.1	
AC094105.2	
RPS4XP13	
AC007656.2	
CPLX4	Cplx4
EMC6	Emc6
AC007656.4	
AC027228.2	
SLCO1B7	Slco1b2
AC048346.1	
AL442663.3	
CHRNA5	Chrna5
LINC02409	
P2RX5-TAX1BP3	P2rx5
CIB3	Cib3
VCX	
AL359219.1	
MOCS1	Mocs1
TRIM42	Trim42
AL049873.1	
AL591806.1	
AL353193.1	
DACT1	Dact1
LECT2	Lect2
RPL22P24	
LINC02478	
FBP2	Fbp2
AL356273.2	
AC107214.2	
PSENEN	Psenen
AL356273.1	
AC121333.1	
BBS7	Bbs7
AC011604.1	
RPL23AP41	
ITGB6	Itgb6
ASAH1	Asah1
CCDC185	Ccdc185
AC022335.1	Slco1b2
CHMP5	Chmp5
PCAT7	
AC005296.1	
AC012414.2	
FBP1	Fbp1
AC091832.1	
CHRNA3	Chrna3
STYK1	Styk1
CBX1P1	
SPIN4-AS1	
AD000671.3	
SPIN4	Spin4
RBMXL2	Rbmxl2
TIAM2	Tiam2
AD000671.1	Psenen
CFD	Cfd
LINC01278	
STAT2	Stat2
AC027804.1	
AC073476.2	
AC073476.3	
AC079753.1	
CYP1B1	Cyp1b1
AC007275.1	
SLCO1B1	Slco1b2
XIAPP3	
PPIAP5	
ZNF92P1Y	
SAPCD1	Sapcd1
AL049873.2	
PLIN5	Plin5
ATP13A1	Atp13a1
AC018659.2	
CTAGE15	Mia2
C1orf185	4930522H14Rik
AC073264.2	
CCDC196	Gm6657
LINC01896	
RMST	
OR7E23P	
AC009229.1	
TCAF1P1	
LRRC37A	
AP000275.1	
RMDN2	
AC008281.1	
MSH5-SAPCD1	Msh5
UBQLN4P2	
MIR600HG	
PNPLA4	
KRT13	
STRBP	Strbp
AC037441.1	
CCNG1P1	
AC022874.1	
GJD4	Gjd4
VNN1	Vnn1
CPA6	Cpa6
LRG1	Lrg1
AL121749.1	
PEBP4	Pebp4
AC096559.1	
FZD8	Fzd8
MIR3681HG	
AC011498.4	
TCAF2C	Tcaf2
AL121749.2	
AL645949.1	
RPL7P37	
ADSSL1	Adssl1
LINC01019	
POM121L3P	
TCAF2	Tcaf2
ATP5PBP4	
